,Clip,Frame,IP,Selection,Label,Correct
1,Danny_Standing_clip6,48,65.31.180.86,1B,1B,True
2,Danny_Standing_clip6,48,174.50.86.53,1B,1B,True
3,Danny_Standing_clip6,48,166.137.252.96,1B,1B,True
4,Danny_Standing_clip6,48,73.174.148.148,1B,1B,True
5,Danny_Standing_clip6,48,73.110.34.66,1B,1B,True
6,Danny_Standing_clip6,48,98.235.134.55,1B,1B,True
7,Danny_Standing_clip6,48,73.139.146.195,1B,1B,True
8,Danny_Standing_clip6,48,75.164.34.213,1B,1B,True
9,Danny_Standing_clip6,48,68.96.169.162,2B,1B,False
10,Danny_Standing_clip6,48,74.220.142.146,1B,1B,True
11,Danny_Standing_clip6,48,104.11.61.83,1B,1B,True
12,Danny_Standing_clip6,48,157.51.231.246,1B,1B,True
13,Danny_Standing_clip6,48,71.229.185.191,1B,1B,True
14,Danny_Standing_clip6,48,137.97.83.189,1B,1B,True
15,Danny_Standing_clip6,48,157.50.94.146,1B,1B,True
16,Danny_Standing_clip6,48,71.105.180.164,1B,1B,True
17,Danny_Standing_clip6,48,173.88.65.163,1B,1B,True
18,Danny_Standing_clip6,48,142.196.129.55,1B,1B,True
19,Danny_Standing_clip6,48,153.91.61.183,1B,1B,True
20,Danny_Standing_clip6,48,96.91.176.162,1B,1B,True
21,Danny_Standing_clip6,48,208.66.88.198,1B,1B,True
22,Danny_Standing_clip6,48,24.175.68.0,1B,1B,True
24,Danny_Standing_clip3,48,65.31.180.86,1R,1R,True
25,Danny_Standing_clip3,48,174.50.86.53,3B,1R,False
26,Danny_Standing_clip3,48,73.174.148.148,1R,1R,True
27,Danny_Standing_clip3,48,73.110.34.66,1R,1R,True
28,Danny_Standing_clip3,48,98.235.134.55,1R,1R,True
29,Danny_Standing_clip3,48,98.235.134.55,1R,1R,True
30,Danny_Standing_clip3,48,73.148.231.128,1R,1R,True
31,Danny_Standing_clip3,48,73.139.146.195,1R,1R,True
32,Danny_Standing_clip3,48,75.164.34.213,1R,1R,True
33,Danny_Standing_clip3,48,68.96.169.162,1R,1R,True
34,Danny_Standing_clip3,48,157.51.231.246,1R,1R,True
35,Danny_Standing_clip3,48,71.8.86.183,1R,1R,True
36,Danny_Standing_clip3,48,71.229.185.191,1R,1R,True
37,Danny_Standing_clip3,48,97.103.24.42,1R,1R,True
38,Danny_Standing_clip3,48,24.20.124.0,1R,1R,True
39,Danny_Standing_clip3,48,137.97.83.189,1R,1R,True
40,Danny_Standing_clip3,48,173.2.201.11,1R,1R,True
41,Danny_Standing_clip3,48,71.105.180.164,1R,1R,True
42,Danny_Standing_clip3,48,216.110.214.42,1R,1R,True
43,Danny_Standing_clip3,48,157.51.231.246,1R,1R,True
44,Danny_Standing_clip3,48,96.91.176.162,1R,1R,True
45,Danny_Standing_clip3,48,192.3.231.20,1R,1R,True
46,Danny_Standing_clip3,48,24.175.68.0,1R,1R,True
48,Danny_Standing_clip5,60,65.31.180.86,2B,2B,True
49,Danny_Standing_clip5,60,174.50.86.53,2B,2B,True
50,Danny_Standing_clip5,60,166.137.252.96,1B,2B,False
51,Danny_Standing_clip5,60,73.148.231.128,2B,2B,True
52,Danny_Standing_clip5,60,73.139.146.195,2B,2B,True
53,Danny_Standing_clip5,60,75.164.34.213,2B,2B,True
54,Danny_Standing_clip5,60,74.220.142.146,2B,2B,True
55,Danny_Standing_clip5,60,104.11.61.83,2B,2B,True
56,Danny_Standing_clip5,60,157.51.231.246,2B,2B,True
57,Danny_Standing_clip5,60,71.8.86.183,2B,2B,True
58,Danny_Standing_clip5,60,97.103.24.42,2B,2B,True
59,Danny_Standing_clip5,60,24.20.124.0,2B,2B,True
60,Danny_Standing_clip5,60,173.2.201.11,2B,2B,True
61,Danny_Standing_clip5,60,157.50.94.146,1B,2B,False
62,Danny_Standing_clip5,60,71.105.180.164,2B,2B,True
63,Danny_Standing_clip5,60,216.110.214.42,2B,2B,True
64,Danny_Standing_clip5,60,157.51.231.246,2B,2B,True
65,Danny_Standing_clip5,60,173.88.65.163,2B,2B,True
66,Danny_Standing_clip5,60,142.196.129.55,1B,2B,False
67,Danny_Standing_clip5,60,153.91.61.183,2B,2B,True
68,Danny_Standing_clip5,60,96.91.176.162,2B,2B,True
69,Danny_Standing_clip5,60,208.66.88.198,2B,2B,True
70,Danny_Standing_clip5,60,192.3.231.20,2B,2B,True
71,Danny_Standing_clip5,60,24.175.68.0,2B,2B,True
73,Danny_Standing_clip2,66,65.31.180.86,3G,3G,True
74,Danny_Standing_clip2,66,174.50.86.53,2G,3G,False
75,Danny_Standing_clip2,66,166.137.252.96,2G,3G,False
76,Danny_Standing_clip2,66,73.174.148.148,3G,3G,True
77,Danny_Standing_clip2,66,73.110.34.66,2G,3G,False
78,Danny_Standing_clip2,66,98.235.134.55,1G,3G,False
79,Danny_Standing_clip2,66,73.148.231.128,2G,3G,False
80,Danny_Standing_clip2,66,75.164.34.213,1G,3G,False
81,Danny_Standing_clip2,66,68.96.169.162,1G,3G,False
82,Danny_Standing_clip2,66,74.220.142.146,1G,3G,False
83,Danny_Standing_clip2,66,71.8.86.183,2G,3G,False
84,Danny_Standing_clip2,66,71.229.185.191,1G,3G,False
85,Danny_Standing_clip2,66,97.103.24.42,1G,3G,False
86,Danny_Standing_clip2,66,24.20.124.0,2G,3G,False
87,Danny_Standing_clip2,66,137.97.83.189,2G,3G,False
88,Danny_Standing_clip2,66,173.2.201.11,3G,3G,True
89,Danny_Standing_clip2,66,157.50.94.146,3G,3G,True
90,Danny_Standing_clip2,66,71.105.180.164,1G,3G,False
91,Danny_Standing_clip2,66,216.110.214.42,3G,3G,True
92,Danny_Standing_clip2,66,157.51.231.246,2G,3G,False
93,Danny_Standing_clip2,66,173.88.65.163,3G,3G,True
94,Danny_Standing_clip2,66,142.196.129.55,2G,3G,False
95,Danny_Standing_clip2,66,75.32.5.219,2G,3G,False
96,Danny_Standing_clip2,66,153.91.61.183,1G,3G,False
97,Danny_Standing_clip2,66,96.91.176.162,1G,3G,False
98,Danny_Standing_clip2,66,208.66.88.198,1G,3G,False
99,Danny_Standing_clip2,66,192.3.231.20,2G,3G,False
100,Danny_Standing_clip2,66,24.175.68.0,1G,3G,False
102,Danny_Standing_clip4,59,65.31.180.86,1W,1W,True
103,Danny_Standing_clip4,59,174.50.86.53,1W,1W,True
104,Danny_Standing_clip4,59,166.137.252.96,1W,1W,True
105,Danny_Standing_clip4,59,73.174.148.148,1W,1W,True
106,Danny_Standing_clip4,59,98.235.134.55,1W,1W,True
107,Danny_Standing_clip4,59,73.148.231.128,1W,1W,True
108,Danny_Standing_clip4,59,73.139.146.195,1W,1W,True
109,Danny_Standing_clip4,59,68.96.169.162,3W,1W,False
110,Danny_Standing_clip4,59,74.220.142.146,1W,1W,True
111,Danny_Standing_clip4,59,104.11.61.83,1W,1W,True
112,Danny_Standing_clip4,59,157.51.231.246,1W,1W,True
113,Danny_Standing_clip4,59,71.8.86.183,1W,1W,True
114,Danny_Standing_clip4,59,71.229.185.191,1W,1W,True
115,Danny_Standing_clip4,59,97.103.24.42,1W,1W,True
116,Danny_Standing_clip4,59,24.20.124.0,1W,1W,True
117,Danny_Standing_clip4,59,137.97.83.189,1W,1W,True
118,Danny_Standing_clip4,59,173.2.201.11,1W,1W,True
119,Danny_Standing_clip4,59,157.50.94.146,1W,1W,True
120,Danny_Standing_clip4,59,216.110.214.42,1W,1W,True
121,Danny_Standing_clip4,59,73.139.146.195,1W,1W,True
122,Danny_Standing_clip4,59,157.51.231.246,1W,1W,True
123,Danny_Standing_clip4,59,173.88.65.163,1W,1W,True
124,Danny_Standing_clip4,59,142.196.129.55,1W,1W,True
125,Danny_Standing_clip4,59,153.91.61.183,1W,1W,True
126,Danny_Standing_clip4,59,208.66.88.198,1W,1W,True
127,Danny_Standing_clip4,59,192.3.231.20,1W,1W,True
128,Danny_Standing_clip4,59,24.175.68.0,1W,1W,True
130,Shira_Standing_clip10,31,65.31.180.86,1G,1G,True
131,Shira_Standing_clip10,28,174.50.86.53,1G,1G,True
132,Shira_Standing_clip10,35,98.235.134.55,1G,1G,True
133,Shira_Standing_clip10,27,73.148.231.128,1G,1G,True
134,Shira_Standing_clip10,30,73.139.146.195,1G,1G,True
135,Shira_Standing_clip10,35,75.164.34.213,1G,1G,True
136,Shira_Standing_clip10,28,68.96.169.162,1G,1G,True
137,Shira_Standing_clip10,29,74.220.142.146,1G,1G,True
138,Shira_Standing_clip10,32,104.11.61.83,1G,1G,True
139,Shira_Standing_clip10,35,157.51.231.246,1G,1G,True
140,Shira_Standing_clip10,30,71.8.86.183,1G,1G,True
141,Shira_Standing_clip10,33,71.229.185.191,1G,1G,True
142,Shira_Standing_clip10,32,97.103.24.42,1G,1G,True
143,Shira_Standing_clip10,24,24.20.124.0,1G,1G,True
144,Shira_Standing_clip10,29,137.97.83.189,1G,1G,True
145,Shira_Standing_clip10,32,173.2.201.11,1G,1G,True
146,Shira_Standing_clip10,34,157.50.94.146,1G,1G,True
147,Shira_Standing_clip10,36,71.105.180.164,1G,1G,True
148,Shira_Standing_clip10,30,216.110.214.42,1G,1G,True
149,Shira_Standing_clip10,33,73.139.146.195,1G,1G,True
150,Shira_Standing_clip10,33,157.51.231.246,1G,1G,True
151,Shira_Standing_clip10,32,173.88.65.163,1G,1G,True
152,Shira_Standing_clip10,26,142.196.129.55,1G,1G,True
153,Shira_Standing_clip10,32,153.91.61.183,1G,1G,True
154,Shira_Standing_clip10,27,96.91.176.162,1G,1G,True
155,Shira_Standing_clip10,35,208.66.88.198,1G,1G,True
156,Shira_Standing_clip10,29,192.3.231.20,1G,1G,True
157,Shira_Standing_clip10,32,24.175.68.0,1G,1G,True
159,Tao_Standing_clip12,47,65.31.180.86,1R,1R,True
160,Tao_Standing_clip12,37,174.50.86.53,1R,1R,True
161,Tao_Standing_clip12,39,73.174.148.148,1R,1R,True
162,Tao_Standing_clip12,51,73.110.34.66,1R,1R,True
163,Tao_Standing_clip12,51,98.235.134.55,1R,1R,True
164,Tao_Standing_clip12,40,73.148.231.128,1R,1R,True
165,Tao_Standing_clip12,42,73.139.146.195,1R,1R,True
166,Tao_Standing_clip12,44,75.164.34.213,1R,1R,True
167,Tao_Standing_clip12,34,68.96.169.162,1R,1R,True
168,Tao_Standing_clip12,52,74.220.142.146,1R,1R,True
169,Tao_Standing_clip12,46,104.11.61.83,1R,1R,True
170,Tao_Standing_clip12,53,157.51.231.246,1R,1R,True
171,Tao_Standing_clip12,50,71.8.86.183,1R,1R,True
172,Tao_Standing_clip12,45,71.229.185.191,1R,1R,True
173,Tao_Standing_clip12,41,97.103.24.42,1R,1R,True
174,Tao_Standing_clip12,32,24.20.124.0,1R,1R,True
175,Tao_Standing_clip12,42,137.97.83.189,1R,1R,True
176,Tao_Standing_clip12,53,173.2.201.11,1R,1R,True
177,Tao_Standing_clip12,54,157.50.94.146,1R,1R,True
178,Tao_Standing_clip12,50,216.110.214.42,1R,1R,True
179,Tao_Standing_clip12,41,73.139.146.195,1R,1R,True
180,Tao_Standing_clip12,52,157.51.231.246,1R,1R,True
181,Tao_Standing_clip12,39,173.88.65.163,1R,1R,True
182,Tao_Standing_clip12,37,142.196.129.55,1R,1R,True
183,Tao_Standing_clip12,49,153.91.61.183,1R,1R,True
184,Tao_Standing_clip12,42,96.91.176.162,1R,1R,True
185,Tao_Standing_clip12,48,208.66.88.198,1R,1R,True
186,Tao_Standing_clip12,50,192.3.231.20,1R,1R,True
187,Tao_Standing_clip12,44,24.175.68.0,1R,1R,True
189,Shira_Standing_clip5,65,65.31.180.86,4G,4G,True
190,Shira_Standing_clip5,56,174.50.86.53,3G,4G,False
191,Shira_Standing_clip5,51,73.174.148.148,3G,4G,False
192,Shira_Standing_clip5,55,73.110.34.66,3G,4G,False
193,Shira_Standing_clip5,57,73.148.231.128,3G,4G,False
194,Shira_Standing_clip5,63,73.139.146.195,4G,4G,True
195,Shira_Standing_clip5,71,75.164.34.213,4G,4G,True
196,Shira_Standing_clip5,51,68.96.169.162,3G,4G,False
197,Shira_Standing_clip5,61,74.220.142.146,3G,4G,False
198,Shira_Standing_clip5,56,104.11.61.83,3G,4G,False
199,Shira_Standing_clip5,58,157.51.231.246,3G,4G,False
200,Shira_Standing_clip5,54,71.8.86.183,3G,4G,False
201,Shira_Standing_clip5,52,71.229.185.191,3G,4G,False
202,Shira_Standing_clip5,62,97.103.24.42,4G,4G,True
203,Shira_Standing_clip5,48,137.97.83.189,3G,4G,False
204,Shira_Standing_clip5,54,173.2.201.11,3G,4G,False
205,Shira_Standing_clip5,60,157.50.94.146,3G,4G,False
206,Shira_Standing_clip5,53,216.110.214.42,3G,4G,False
207,Shira_Standing_clip5,56,73.139.146.195,3G,4G,False
208,Shira_Standing_clip5,55,157.51.231.246,3G,4G,False
209,Shira_Standing_clip5,55,173.88.65.163,3G,4G,False
210,Shira_Standing_clip5,52,142.196.129.55,3G,4G,False
211,Shira_Standing_clip5,60,153.91.61.183,4G,4G,True
212,Shira_Standing_clip5,47,96.91.176.162,3G,4G,False
213,Shira_Standing_clip5,57,208.66.88.198,3G,4G,False
214,Shira_Standing_clip5,54,192.3.231.20,4G,4G,True
215,Shira_Standing_clip5,54,24.175.68.0,3G,4G,False
217,Shira_Standing_clip12,58,65.31.180.86,4B,4B,True
218,Shira_Standing_clip12,53,174.50.86.53,4B,4B,True
219,Shira_Standing_clip12,51,73.174.148.148,4B,4B,True
220,Shira_Standing_clip12,54,73.110.34.66,4B,4B,True
221,Shira_Standing_clip12,55,98.235.134.55,4B,4B,True
222,Shira_Standing_clip12,49,73.148.231.128,3B,4B,False
223,Shira_Standing_clip12,55,73.139.146.195,4B,4B,True
224,Shira_Standing_clip12,54,75.164.34.213,4B,4B,True
225,Shira_Standing_clip12,49,68.96.169.162,4B,4B,True
226,Shira_Standing_clip12,54,74.220.142.146,4B,4B,True
227,Shira_Standing_clip12,52,104.11.61.83,4B,4B,True
228,Shira_Standing_clip12,50,157.51.231.246,4B,4B,True
229,Shira_Standing_clip12,54,71.8.86.183,4B,4B,True
230,Shira_Standing_clip12,63,71.229.185.191,4B,4B,True
231,Shira_Standing_clip12,48,97.103.24.42,4B,4B,True
232,Shira_Standing_clip12,49,137.97.83.189,4B,4B,True
233,Shira_Standing_clip12,49,173.2.201.11,4B,4B,True
234,Shira_Standing_clip12,55,157.50.94.146,4B,4B,True
235,Shira_Standing_clip12,56,71.105.180.164,4B,4B,True
236,Shira_Standing_clip12,56,216.110.214.42,4B,4B,True
237,Shira_Standing_clip12,54,73.139.146.195,4B,4B,True
238,Shira_Standing_clip12,51,173.88.65.163,4B,4B,True
239,Shira_Standing_clip12,50,142.196.129.55,4B,4B,True
240,Shira_Standing_clip12,52,153.91.61.183,4B,4B,True
241,Shira_Standing_clip12,42,96.91.176.162,3B,4B,False
242,Shira_Standing_clip12,52,192.3.231.20,4B,4B,True
244,Shira_Standing_clip6,42,65.31.180.86,3B,3B,True
245,Shira_Standing_clip6,34,174.50.86.53,3B,3B,True
246,Shira_Standing_clip6,36,73.174.148.148,3B,3B,True
247,Shira_Standing_clip6,41,73.110.34.66,3B,3B,True
248,Shira_Standing_clip6,45,98.235.134.55,3B,3B,True
249,Shira_Standing_clip6,37,73.148.231.128,3B,3B,True
250,Shira_Standing_clip6,53,73.139.146.195,3B,3B,True
251,Shira_Standing_clip6,39,75.164.34.213,3B,3B,True
252,Shira_Standing_clip6,30,68.96.169.162,3B,3B,True
253,Shira_Standing_clip6,31,74.220.142.146,2B,3B,False
254,Shira_Standing_clip6,36,104.11.61.83,4B,3B,False
255,Shira_Standing_clip6,37,157.51.231.246,3B,3B,True
256,Shira_Standing_clip6,42,71.8.86.183,3B,3B,True
257,Shira_Standing_clip6,49,71.229.185.191,3B,3B,True
258,Shira_Standing_clip6,40,97.103.24.42,3B,3B,True
259,Shira_Standing_clip6,38,24.20.124.0,3B,3B,True
260,Shira_Standing_clip6,32,137.97.83.189,3B,3B,True
261,Shira_Standing_clip6,36,173.2.201.11,3B,3B,True
262,Shira_Standing_clip6,43,157.50.94.146,3B,3B,True
263,Shira_Standing_clip6,40,71.105.180.164,3B,3B,True
264,Shira_Standing_clip6,43,216.110.214.42,3B,3B,True
265,Shira_Standing_clip6,43,73.139.146.195,3B,3B,True
266,Shira_Standing_clip6,40,157.51.231.246,3B,3B,True
267,Shira_Standing_clip6,40,173.88.65.163,3B,3B,True
268,Shira_Standing_clip6,34,142.196.129.55,3B,3B,True
269,Shira_Standing_clip6,37,153.91.61.183,3B,3B,True
270,Shira_Standing_clip6,40,208.66.88.198,3B,3B,True
271,Shira_Standing_clip6,42,192.3.231.20,3B,3B,True
272,Shira_Standing_clip6,39,24.175.68.0,3B,3B,True
274,Shira_Standing_clip0,35,174.50.86.53,2R,2R,True
275,Shira_Standing_clip0,34,73.174.148.148,2R,2R,True
276,Shira_Standing_clip0,34,73.110.34.66,2R,2R,True
277,Shira_Standing_clip0,35,98.235.134.55,2R,2R,True
278,Shira_Standing_clip0,35,73.139.146.195,3R,2R,False
279,Shira_Standing_clip0,34,75.164.34.213,2R,2R,True
280,Shira_Standing_clip0,32,68.96.169.162,2R,2R,True
281,Shira_Standing_clip0,32,74.220.142.146,2R,2R,True
282,Shira_Standing_clip0,33,104.11.61.83,2R,2R,True
283,Shira_Standing_clip0,34,157.51.231.246,2R,2R,True
284,Shira_Standing_clip0,34,71.8.86.183,1R,2R,False
285,Shira_Standing_clip0,40,71.229.185.191,2R,2R,True
286,Shira_Standing_clip0,36,97.103.24.42,2R,2R,True
287,Shira_Standing_clip0,31,24.20.124.0,2R,2R,True
288,Shira_Standing_clip0,33,137.97.83.189,2R,2R,True
289,Shira_Standing_clip0,34,173.2.201.11,2R,2R,True
290,Shira_Standing_clip0,35,157.50.94.146,2R,2R,True
291,Shira_Standing_clip0,34,71.105.180.164,2R,2R,True
292,Shira_Standing_clip0,36,216.110.214.42,2R,2R,True
293,Shira_Standing_clip0,36,73.139.146.195,2R,2R,True
294,Shira_Standing_clip0,32,157.51.231.246,2R,2R,True
295,Shira_Standing_clip0,36,173.88.65.163,2R,2R,True
296,Shira_Standing_clip0,30,142.196.129.55,2R,2R,True
297,Shira_Standing_clip0,34,153.91.61.183,2R,2R,True
298,Shira_Standing_clip0,34,208.66.88.198,2R,2R,True
299,Shira_Standing_clip0,34,24.175.68.0,2R,2R,True
301,Shira_Standing_clip3,43,65.31.180.86,2B,2B,True
302,Shira_Standing_clip3,37,174.50.86.53,2B,2B,True
303,Shira_Standing_clip3,36,73.174.148.148,2B,2B,True
304,Shira_Standing_clip3,38,73.110.34.66,2B,2B,True
305,Shira_Standing_clip3,42,98.235.134.55,2B,2B,True
306,Shira_Standing_clip3,37,73.148.231.128,2B,2B,True
307,Shira_Standing_clip3,47,73.139.146.195,2B,2B,True
308,Shira_Standing_clip3,40,75.164.34.213,2B,2B,True
309,Shira_Standing_clip3,40,68.96.169.162,2B,2B,True
310,Shira_Standing_clip3,38,104.11.61.83,2B,2B,True
311,Shira_Standing_clip3,40,71.8.86.183,2B,2B,True
312,Shira_Standing_clip3,37,71.229.185.191,2B,2B,True
313,Shira_Standing_clip3,38,97.103.24.42,2B,2B,True
314,Shira_Standing_clip3,35,24.20.124.0,2B,2B,True
315,Shira_Standing_clip3,38,137.97.83.189,2B,2B,True
316,Shira_Standing_clip3,45,173.2.201.11,2B,2B,True
317,Shira_Standing_clip3,43,157.50.94.146,2B,2B,True
318,Shira_Standing_clip3,43,216.110.214.42,2B,2B,True
319,Shira_Standing_clip3,46,73.139.146.195,2B,2B,True
320,Shira_Standing_clip3,39,157.51.231.246,2B,2B,True
321,Shira_Standing_clip3,36,142.196.129.55,2B,2B,True
322,Shira_Standing_clip3,43,153.91.61.183,2B,2B,True
323,Shira_Standing_clip3,41,208.66.88.198,2B,2B,True
324,Shira_Standing_clip3,43,192.3.231.20,2B,2B,True
325,Shira_Standing_clip3,36,24.175.68.0,2B,2B,True
327,Tao_Standing_clip6,41,65.31.180.86,1G,1G,True
328,Tao_Standing_clip6,30,174.50.86.53,1G,1G,True
329,Tao_Standing_clip6,40,73.110.34.66,1G,1G,True
330,Tao_Standing_clip6,38,98.235.134.55,1G,1G,True
331,Tao_Standing_clip6,31,73.148.231.128,1G,1G,True
332,Tao_Standing_clip6,26,73.139.146.195,1G,1G,True
333,Tao_Standing_clip6,23,68.96.169.162,1G,1G,True
334,Tao_Standing_clip6,37,74.220.142.146,1G,1G,True
335,Tao_Standing_clip6,38,104.11.61.83,1G,1G,True
336,Tao_Standing_clip6,36,157.51.231.246,1G,1G,True
337,Tao_Standing_clip6,36,71.8.86.183,1G,1G,True
338,Tao_Standing_clip6,32,71.229.185.191,1G,1G,True
339,Tao_Standing_clip6,27,97.103.24.42,1G,1G,True
